fighter_name,Height,Weight,Reach,Stance,DOB,year
Dave Jansen,175.26,70.30676,185.42000000000002,Orthodox,"Aug 21, 1979",1979.0
Dave Martin,182.88,92.98636,,,,
Dave Menne,177.8,77.11064,,Orthodox,"Jul 29, 1974",1974.0
Dave Phillips,182.88,83.91452,,Orthodox,"Jan 12, 1980",1980.0
Dave Rickels,180.34,70.30676,,,"Jan 05, 1989",1989.0
Dave Strasser,177.8,77.11064,,Orthodox,"Jul 13, 1969",1969.0
Dave Terrel,172.72,77.11064,,Southpaw,"May 10, 1978",1978.0
Dave Zitanick,,77.11064,,,"Mar 05, 1980",1980.0
Davey Grant,172.72,61.23492,175.26,,"Dec 18, 1985",1985.0
Davi Ramos,167.64000000000001,70.30676,177.8,Orthodox,"Nov 05, 1986",1986.0
David Abbott,182.88,120.20188,,Switch,,
David Avellan,175.26,83.91452,,Orthodox,,
David Baron,167.64000000000001,70.30676,,Switch,"Feb 15, 1973",1973.0
David Barrios,167.64000000000001,65.77083999999999,,,,
David Bielkheden,177.8,70.30676,180.34,Orthodox,"Jun 06, 1979",1979.0
David Blanco,170.18,65.77083999999999,,,,
David Branch,185.42,83.91452,198.12,Orthodox,"Sep 26, 1981",1981.0
David Dodd,187.96,90.7184,,Orthodox,"Sep 22, 1973",1973.0
David Douglas,180.34,70.30676,,,"Aug 16, 1981",1981.0
David Gardner,180.34,70.30676,,Orthodox,"May 17, 1977",1977.0
David Gomez,,70.30676,,,"Aug 08, 1983",1983.0
David Heath,180.34,92.98636,182.88,Orthodox,"Feb 10, 1976",1976.0
David Hood,182.88,90.7184,,,,
David Hulett,177.8,77.11064,,,"Sep 07, 1980",1980.0
David Kaplan,170.18,70.30676,,Orthodox,"Nov 16, 1979",1979.0
David Lee,177.8,70.30676,,Orthodox,,
David Levicki,195.57999999999998,124.7378,,,,
David Loiseau,182.88,83.91452,193.04,Orthodox,"Dec 17, 1979",1979.0
David Marshall,187.96,77.11064,,,"Aug 24, 1984",1984.0
David Michaud,175.26,70.30676,182.88,Orthodox,"Nov 10, 1988",1988.0
David Mitchell,182.88,77.11064,193.04,Orthodox,"Oct 24, 1979",1979.0
David Rasouli,170.18,70.30676,,,,
David Roberts,185.42,77.11064,,Orthodox,"Nov 15, 1975",1975.0
David Smith,,70.30676,,,,
David Terrell,185.42,83.91452,,Southpaw,"Jan 09, 1978",1978.0
David Teymur,175.26,70.30676,185.42000000000002,Southpaw,"May 01, 1989",1989.0
David Velasquez,165.1,65.77083999999999,,Orthodox,,
David Zawada,182.88,77.11064,190.5,Orthodox,"Aug 01, 1990",1990.0
Dayana Silva,170.18,61.23492,,Orthodox,"Aug 27, 1990",1990.0
DeAnna Bennett,162.56,56.699,172.72,,"Nov 18, 1984",1984.0
DeMarco Villalona,175.26,83.91452,,,,
Dean Hancock,,70.30676,,,,
Dean Lister,185.42,83.91452,190.5,Orthodox,"Feb 13, 1976",1976.0
Deiveson Figueiredo,165.1,56.699,172.72,Orthodox,"Dec 18, 1987",1987.0
Deividas Taurosevicius,175.26,65.77083999999999,172.72,Southpaw,"Aug 28, 1977",1977.0
Del Hawkins,165.1,61.23492,,Orthodox,,
Delson Heleno,180.34,83.91452,,Orthodox,"Nov 16, 1977",1977.0
Demetrious Johnson,160.02,56.699,167.64000000000001,Orthodox,"Aug 13, 1986",1986.0
Demetrius Gioulacos,180.34,83.91452,,,,
Demian Maia,185.42,77.11064,182.88,Southpaw,"Nov 06, 1977",1977.0
Denis Kang,180.34,83.91452,195.58,Orthodox,"Sep 17, 1977",1977.0
Denis Sobolev,190.5,97.975872,,Orthodox,,
Denis Stojnic,182.88,111.13004,,Orthodox,"Feb 02, 1980",1980.0
Dennis Bermudez,167.64000000000001,70.30676,167.64000000000001,Orthodox,"Dec 13, 1986",1986.0
Dennis Bryant,182.88,92.98636,182.88,Orthodox,"Oct 18, 1985",1985.0
Dennis Dombrow,,65.77083999999999,,,"Mar 17, 1986",1986.0
Dennis Hallman,175.26,70.30676,182.88,Orthodox,"Dec 02, 1975",1975.0
Dennis Olson,182.88,77.11064,,,,
Dennis Reed,,92.98636,,Orthodox,,
Dennis Siver,167.64000000000001,65.77083999999999,177.8,Orthodox,"Jan 13, 1979",1979.0
Derek Anderson,182.88,70.30676,,,"Feb 02, 1990",1990.0
Derek Bohi,193.04,117.93392,,,,
Derek Brunson,185.42,83.91452,195.58,Southpaw,"Jan 04, 1984",1984.0
Derek Campos,175.26,70.30676,,,"Apr 01, 1988",1988.0
Derek Downey,185.42,83.91452,,Orthodox,"Apr 27, 1980",1980.0
Derek Getzel,182.88,70.30676,,,,
Deron Winn,167.64000000000001,83.91452,177.8,Orthodox,"Jun 13, 1989",1989.0
Derrick Burnsed,,70.30676,,,,
Derrick Krantz,177.8,77.11064,182.88,Orthodox,"Jan 13, 1988",1988.0
Derrick Lewis,190.5,117.93392,200.66,Orthodox,"Feb 07, 1985",1985.0
Derrick Mehmen,193.04,92.98636,,,"May 30, 1985",1985.0
Derrick Noble,175.26,77.11064,,Southpaw,"Aug 14, 1978",1978.0
Deshaun Johnson,,75.749864,,,,
Desmond Green,177.8,70.30676,185.42000000000002,Southpaw,"Oct 11, 1989",1989.0
Devin Clark,182.88,92.98636,190.5,Orthodox,"Apr 12, 1990",1990.0
Devin Cole,193.04,108.86207999999999,,Orthodox,"Oct 01, 1976",1976.0
Devin Johnson,,,,,,
Devin Powell,182.88,70.30676,185.42000000000002,Orthodox,"Mar 01, 1988",1988.0
Devonte Smith,175.26,70.30676,193.04,Orthodox,"Jul 30, 1993",1993.0
Dewey Cooper,,92.98636,,,,
Dhafir Harris,,116.573144,,,"Aug 04, 1977",1977.0
Dhiego Lima,187.96,77.11064,187.96,Orthodox,"Jan 31, 1989",1989.0
Diana Belbita,170.18,61.23492,,,,
Diego Brandao,170.18,65.77083999999999,172.72,Orthodox,"May 27, 1987",1987.0
Diego Ferreira,175.26,70.30676,187.96,Orthodox,"Jan 18, 1985",1985.0
Diego Henrique da Silva,187.96,83.91452,,Orthodox,"Aug 22, 1986",1986.0
Diego Nunes,167.64000000000001,65.77083999999999,170.18,Orthodox,"Nov 30, 1982",1982.0
Diego Rivas,172.72,65.77083999999999,175.26,Orthodox,"Nov 11, 1991",1991.0
Diego Sanchez,177.8,77.11064,182.88,Southpaw,"Dec 31, 1981",1981.0
Diego Saraiva,167.64000000000001,70.30676,,Orthodox,"Apr 23, 1982",1982.0
Dieusel Berto,175.26,90.7184,,,,
Dileno Lopes,165.1,61.23492,165.1,,"Sep 26, 1984",1984.0
Dillon Smith,182.88,77.11064,,,,
Dimitiri Wanderley,,92.98636,,Orthodox,,
Din Thomas,175.26,70.30676,,Orthodox,"Sep 28, 1976",1976.0
Dino Pezao,,92.98636,,Orthodox,,
Dion Staring,185.42,106.59412,,Orthodox,"Jun 09, 1978",1978.0
Dmitri Stepanov,190.5,98.429464,,Orthodox,,
Dmitrii Smoliakov,187.96,114.758776,187.96,Switch,"Aug 05, 1982",1982.0
Dmitry Poberezhets,190.5,107.501304,,,"Jun 11, 1985",1985.0
Dmitry Sosnovskiy,190.5,108.86207999999999,195.58,Orthodox,"Jul 06, 1989",1989.0
Dokonjonosuke Mishima,170.18,70.30676,,Southpaw,"Apr 19, 1972",1972.0
Dom Pilarte,182.88,61.23492,187.96,Southpaw,"Jan 05, 1990",1990.0
Dominic Brown,180.34,86.18248,,,"Jun 04, 1982",1982.0
Dominic Clark,177.8,70.30676,,,"Aug 01, 1985",1985.0
Dominic Waters,185.42,77.11064,200.66,Orthodox,"Apr 11, 1989",1989.0
Dominick Cruz,172.72,61.23492,172.72,Orthodox,"Mar 09, 1985",1985.0
Dominick Reyes,193.04,92.98636,195.58,Southpaw,"Dec 26, 1989",1989.0
Dominique Steele,177.8,77.11064,187.96,Orthodox,"Jan 27, 1988",1988.0
Don Carlo-Clauss,,77.11064,,,,
Don Frye,185.42,99.336648,,Orthodox,"Nov 23, 1965",1965.0
Don Madge,182.88,70.30676,182.88,Southpaw,"Nov 12, 1990",1990.0
Don'Tale Mayes,198.12,117.93392,208.28,Orthodox,"Jan 16, 1992",1992.0
Donald Cerrone,185.42,70.30676,185.42000000000002,Orthodox,"Mar 29, 1983",1983.0
Donald Sanchez,177.8,65.77083999999999,,,"Aug 18, 1984",1984.0
Donavon Frelow,170.18,61.23492,,Orthodox,"Jan 20, 1985",1985.0
Dong Hyun Kim,187.96,77.11064,193.04,Southpaw,"Nov 17, 1981",1981.0
Dong Hyun Ma,180.34,70.30676,177.8,Orthodox,"Sep 09, 1988",1988.0
Dong Sik Yoon,182.88,83.91452,,Orthodox,"Aug 24, 1972",1972.0
Dongi Yang,177.8,83.91452,180.34,Southpaw,"Dec 07, 1984",1984.0
Donnie Chappell,180.34,80.739376,,Southpaw,,
Donnie Liles,175.26,77.11064,,Orthodox,,
Donny Walker,175.26,61.23492,,,"Jan 04, 1980",1980.0
Dooho Choi,177.8,65.77083999999999,177.8,Orthodox,"Apr 10, 1991",1991.0
Dorian Price,190.5,77.11064,,Southpaw,"Aug 20, 1977",1977.0
Dos Caras Jr.,193.04,102.0582,,Orthodox,"May 25, 1977",1977.0
Doug Evans,175.26,70.30676,,Orthodox,"Oct 10, 1980",1980.0
Doug Kay,,,,,,
Doug Marshall,177.8,92.98636,,Orthodox,"Sep 09, 1975",1975.0
Douglas Lima,185.42,77.11064,,,"Jan 05, 1988",1988.0
Douglas Silva de Andrade,170.18,61.23492,172.72,Orthodox,"Jun 22, 1985",1985.0
Drakkar Klose,175.26,70.30676,177.8,Orthodox,"Mar 09, 1988",1988.0
Drew Brokenshire,,,,,,
Drew Dimanlig,,83.91452,,,,
Drew Dober,172.72,70.30676,177.8,Southpaw,"Oct 19, 1988",1988.0
Drew Fickett,177.8,70.30676,177.8,Orthodox,"Dec 14, 1979",1979.0
Drew McFedries,182.88,83.91452,182.88,Southpaw,"Jul 27, 1978",1978.0
Drew Pendleton,,65.77083999999999,,,"Dec 08, 1983",1983.0
Duane Ludwig,177.8,77.11064,177.8,Orthodox,"Aug 04, 1978",1978.0
Duda Santana,170.18,65.77083999999999,185.42000000000002,Orthodox,"Jan 10, 1996",1996.0
Dustin Hazelett,185.42,77.11064,193.04,Orthodox,"Apr 29, 1986",1986.0
Dustin Jacoby,193.04,83.91452,198.12,Orthodox,"Apr 04, 1988",1988.0
Dustin Kimura,170.18,61.23492,180.34,Orthodox,"May 21, 1989",1989.0
Dustin Moore,162.56,56.699,,,,
Dustin Neace,175.26,65.77083999999999,,,"Sep 12, 1986",1986.0
Dustin Ortiz,165.1,56.699,165.1,Orthodox,"Dec 25, 1988",1988.0
Dustin Pague,175.26,61.23492,187.96,Orthodox,"Aug 05, 1987",1987.0
Dustin Poirier,175.26,70.30676,182.88,Southpaw,"Jan 19, 1989",1989.0
Dustin West,180.34,77.11064,,,,
Dwayne Cason,177.8,96.161504,,Orthodox,,
Dwight Grant,185.42,77.11064,193.04,Switch,"Sep 14, 1984",1984.0
Dylan Andrews,185.42,83.91452,185.42000000000002,Switch,"Nov 15, 1979",1979.0
Ebenezer Fontes Braga,182.88,90.264808,,Orthodox,"Apr 14, 1969",1969.0
Ed Herman,185.42,92.98636,195.58,Orthodox,"Oct 02, 1980",1980.0
Ed Ratcliff,177.8,70.30676,180.34,Orthodox,"Mar 05, 1983",1983.0
Eddie Alvarez,175.26,70.30676,175.26,Orthodox,"Jan 11, 1984",1984.0
Eddie Gordon,182.88,83.91452,193.04,Orthodox,"Jul 22, 1983",1983.0
Eddie Mendez,177.8,83.91452,193.04,,"Jan 16, 1984",1984.0
Eddie Ruiz,170.18,70.30676,,Orthodox,"Jun 10, 1967",1967.0
Eddie Sanchez,187.96,104.32616,187.96,Orthodox,"Nov 04, 1982",1982.0
Eddie Wineland,170.18,61.23492,175.26,Orthodox,"Jun 26, 1984",1984.0
Eddie Yagin,170.18,65.77083999999999,,Orthodox,"Mar 23, 1979",1979.0
Eddy Ellis,175.26,77.11064,,Orthodox,,
Eddy Millis,185.42,83.91452,,,,
Edgar Cardenas,,65.77083999999999,,,,
Edgar Garcia,177.8,77.11064,180.34,Orthodox,"Feb 22, 1984",1984.0
Edilberto de Oliveira,182.88,77.11064,,Orthodox,"Nov 22, 1982",1982.0
Edmen Shahbazyan,187.96,83.91452,,Orthodox,"Nov 20, 1997",1997.0
Ednaldo Oliveira,195.57999999999998,92.98636,200.66,Orthodox,"Feb 19, 1984",1984.0
Edson Barboza,180.34,70.30676,190.5,Orthodox,"Jan 21, 1986",1986.0
Edson Berto,167.64000000000001,70.30676,,Orthodox,"Jul 05, 1983",1983.0
Edson Drago,193.04,99.79024,,Orthodox,"Aug 29, 1977",1977.0
Edson Silva,,92.98636,,Orthodox,,
Eduardo Bustillos,172.72,61.23492,,,"Jun 02, 1987",1987.0
Eduardo Dantas,177.8,61.23492,,,"Feb 03, 1989",1989.0
Eduardo Pamplona,180.34,77.11064,,,"Feb 20, 1973",1973.0
Edward Faaloloto,,70.30676,177.8,,"Jul 15, 1984",1984.0
Edwin Aguilar,177.8,83.91452,,,,
Edwin DeWees,185.42,83.91452,,Orthodox,"Aug 07, 1982",1982.0
Edwin Figueroa,170.18,61.23492,175.26,Orthodox,"Jul 31, 1984",1984.0
Efrain Escudero,175.26,70.30676,177.8,Orthodox,"Jan 15, 1986",1986.0
Egan Inoue,175.26,86.18248,,Southpaw,"Jul 04, 1965",1965.0
Egidijus Valavicius,182.88,90.7184,,Orthodox,,
Eiji Ishikawa,177.8,77.11064,,,"Oct 12, 1979",1979.0
Eiji Mitsuoka,170.18,65.77083999999999,,Southpaw,"Jan 01, 1976",1976.0
Elaina Maxwell,172.72,65.77083999999999,,Orthodox,"Dec 16, 1978",1978.0
Eldari Kurtanidze,167.64000000000001,106.59412,,Orthodox,"Apr 16, 1972",1972.0
Eldo Xavier Dias,180.34,81.64656,,,"Jul 16, 1964",1964.0
Eli Tamez,170.18,61.23492,,,"Aug 22, 1985",1985.0
Elias Garcia,165.1,56.699,170.18,Southpaw,"Sep 13, 1992",1992.0
Elias Silverio,180.34,70.30676,185.42000000000002,Orthodox,"Sep 22, 1986",1986.0
Elias Theodorou,185.42,83.91452,190.5,Orthodox,"May 31, 1988",1988.0
Elias Urbina,190.5,83.91452,195.58,Southpaw,"Oct 09, 1993",1993.0
Eliot Marshall,187.96,92.98636,195.58,Orthodox,"Jul 07, 1980",1980.0
Elisha Helsper,167.64000000000001,61.23492,,Orthodox,"Feb 06, 1983",1983.0
Elizabeth Phillips,167.64000000000001,61.23492,165.1,Orthodox,"Aug 20, 1986",1986.0
Elizeu Zaleski dos Santos,180.34,77.11064,185.42000000000002,Orthodox,"Dec 11, 1986",1986.0
Elvis Mutapcic,182.88,83.91452,182.88,Orthodox,"Jul 19, 1986",1986.0
Elvis Sinosic,190.5,92.98636,195.58,Orthodox,"Feb 13, 1971",1971.0
Emanuel Newton,185.42,92.98636,,,"Jan 02, 1984",1984.0
Emil Meek,180.34,77.11064,187.96,Switch,"Aug 20, 1988",1988.0
Emiliano Sordi,187.96,92.98636,,Orthodox,"Feb 15, 1991",1991.0
Emilio Chavez,175.26,65.77083999999999,,,,
Emily Peters Kagan,160.02,52.16308,167.64000000000001,,"Jul 14, 1981",1981.0
Emily Whitmire,165.1,52.16308,160.02,,"May 24, 1991",1991.0
Emmanuel Sanchez,175.26,65.77083999999999,,,"Aug 11, 1990",1990.0
Emmanuel Yarborough,203.2,349.26583999999997,,Open Stance,"Sep 05, 1960",1960.0
Enrique Barzola,170.18,65.77083999999999,177.8,,"Apr 28, 1989",1989.0
Enrique Marin,177.8,77.11064,187.96,,"Sep 02, 1986",1986.0
Enrique Watson,,83.91452,,,,
Enson Inoue,177.8,95.25431999999999,,Orthodox,"Apr 15, 1967",1967.0
Eric Bedard,187.96,108.408488,,,"Sep 11, 1984",1984.0
Eric Castile,172.72,65.77083999999999,,,,
Eric Esch,180.34,158.7572,,Orthodox,"Aug 03, 1968",1968.0
Eric Galvan,,70.30676,,,,
Eric Irvin,172.72,70.30676,,,"Jan 10, 1986",1986.0
Eric Jacob,,70.30676,,,,
Eric Lawson,182.88,83.91452,,Orthodox,,
Eric Magana,,,,,,
Eric Martin,,,,,,
Eric Schafer,190.5,83.91452,190.5,Orthodox,"Sep 20, 1977",1977.0
Eric Schambari,180.34,83.91452,,Orthodox,"Apr 22, 1978",1978.0
Eric Schwartz,,92.98636,,,,
Eric Shelton,167.64000000000001,56.699,172.72,Orthodox,"Feb 02, 1991",1991.0
Eric Smith,,,,Southpaw,,
Eric Spicely,185.42,83.91452,185.42000000000002,Orthodox,"Sep 29, 1986",1986.0
Eric Steenberg,,70.30676,,,"Jun 22, 1983",1983.0
Eric Wisely,172.72,65.77083999999999,,Southpaw,"Jul 25, 1984",1984.0
Eric Wray,182.88,77.11064,,Orthodox,,
Erick Montano,182.88,77.11064,185.42000000000002,Orthodox,"Nov 19, 1985",1985.0
Erick Sanchez,177.8,65.77083999999999,,,"Oct 04, 1990",1990.0
Erick Silva,182.88,77.11064,187.96,Orthodox,"Jun 21, 1984",1984.0
Erick Wanderlei,185.42,92.98636,,Orthodox,,
Ericka Almeida,167.64000000000001,52.16308,172.72,,"Mar 05, 1989",1989.0
Erik Apple,182.88,77.11064,,Orthodox,"Aug 26, 1977",1977.0
Erik Koch,177.8,70.30676,180.34,Southpaw,"Oct 04, 1988",1988.0
Erik Perez,172.72,61.23492,172.72,Orthodox,"Nov 19, 1989",1989.0
Ernest Chavez,172.72,65.77083999999999,177.8,Orthodox,"Jun 27, 1983",1983.0
Ernie Verdicia,180.34,90.264808,,Orthodox,,
Errol Zimmerman,190.5,83.91452,,Orthodox,"Apr 20, 1986",1986.0
Eryk Anders,185.42,83.91452,190.5,Southpaw,"Apr 21, 1987",1987.0
Estefani Almeida,162.56,56.699,,Orthodox,"Oct 17, 1988",1988.0
Estevan Payan,177.8,65.77083999999999,182.88,Orthodox,"Mar 14, 1982",1982.0
Eugene Jackson,172.72,83.91452,,Orthodox,"Sep 23, 1966",1966.0
Eugenio Tadeu,172.72,72.57472,,Orthodox,,
Eun Soo Lee,185.42,97.52228,,Orthodox,"Mar 07, 1982",1982.0
Evan Dunham,177.8,70.30676,177.8,Southpaw,"Dec 18, 1981",1981.0
Evan Esguerra,,65.77083999999999,,,,
Evan Tanner,182.88,83.91452,187.96,Orthodox,"Feb 11, 1971",1971.0
Evangelista Santos,177.8,77.11064,193.04,Orthodox,"Dec 12, 1977",1977.0
Everett Cummings,,92.98636,,,,
Everett Sims,195.57999999999998,117.93392,195.58,Southpaw,"Sep 04, 1988",1988.0
Ewerton Teixeira,185.42,109.76926399999999,,,"Feb 13, 1982",1982.0
Fabian Gonzalez,177.8,61.23492,,,,
Fabiano Iha,172.72,70.30676,,Orthodox,"Jul 28, 1970",1970.0
Fabiano Scherner,190.5,116.573144,,Orthodox,"Jun 30, 1972",1972.0
Fabio Cherant,,92.98636,,,"Nov 25, 1994",1994.0
Fabio Gurgel,182.88,92.98636,,Orthodox,,
Fabio Maldonado,185.42,92.98636,190.5,Orthodox,"Mar 17, 1980",1980.0
Fabio Mello,165.1,70.30676,,Southpaw,,
Fabio Nascimento,177.8,83.91452,,Orthodox,,
Fabio Silva,180.34,92.98636,,Orthodox,"Mar 31, 1982",1982.0
Fabricio Camoes,177.8,70.30676,185.42000000000002,Orthodox,"Dec 23, 1978",1978.0
Fabricio Guerreiro,177.8,65.77083999999999,,,"Jul 24, 1990",1990.0
Fabricio Werdum,193.04,104.779752,195.58,Orthodox,"Jul 30, 1977",1977.0
Falaniko Vitale,177.8,83.91452,,Orthodox,"Jul 14, 1974",1974.0
Fazlo Mulabitinovic,,61.23492,,,,
Federico Lopez,162.56,63.049288,,Orthodox,,
Fedor Emelianenko,182.88,104.32616,187.96,Orthodox,"Sep 28, 1976",1976.0
Felice Herrig,162.56,52.16308,165.1,Orthodox,"Sep 18, 1984",1984.0
Felicia Spencer,167.64000000000001,65.77083999999999,172.72,Orthodox,"Nov 29, 1990",1990.0
Felipe Arantes,172.72,61.23492,185.42000000000002,Orthodox,"Feb 09, 1988",1988.0
Felipe Colares,175.26,61.23492,175.26,Orthodox,"Mar 31, 1994",1994.0
Felipe Olivieri,175.26,70.30676,182.88,Orthodox,"Apr 12, 1985",1985.0
Felipe Portela,,77.11064,,,"Nov 23, 1987",1987.0
Felipe Silva,182.88,70.30676,195.58,Orthodox,"May 08, 1984",1984.0
Felix Lee Mitchell,,,,Orthodox,,
Fernando Bettega,,77.11064,,,"Mar 10, 1980",1980.0
Fernando Bruno,167.64000000000001,65.77083999999999,177.8,,"Feb 24, 1982",1982.0
Fernando Gonzalez,175.26,77.11064,172.72,Southpaw,"Sep 15, 1983",1983.0
Filip Pejic,172.72,61.23492,177.8,Orthodox,"Jul 21, 1992",1992.0
Fiona Muxlow,162.56,65.77083999999999,,,"May 13, 1977",1977.0
Flavio Luiz Moura,180.34,83.007336,,Open Stance,,
Floyd Sword,182.88,83.91452,,Orthodox,"Aug 24, 1976",1976.0
Forrest Griffin,190.5,92.98636,195.58,Orthodox,"Mar 16, 1979",1979.0
Forrest Petz,175.26,77.11064,180.34,Orthodox,"Sep 22, 1975",1975.0
Francesco Maturi,,,,,,
Francimar Barroso,185.42,92.98636,190.5,Orthodox,"Feb 28, 1980",1980.0
Francis Carmont,190.5,92.98636,198.12,Orthodox,"Oct 11, 1981",1981.0
Francis Ngannou,193.04,113.398,210.82,Orthodox,"Sep 05, 1986",1986.0
Francisco Bueno,175.26,102.0582,,Orthodox,,
Francisco France,182.88,92.98636,,,"Jan 21, 1983",1983.0
Francisco Rivera,172.72,61.23492,172.72,Orthodox,"Oct 08, 1981",1981.0
Francisco Trevino,175.26,70.30676,177.8,Orthodox,"Dec 17, 1981",1981.0
Francisco Trinaldo,175.26,70.30676,177.8,Southpaw,"Aug 24, 1978",1978.0
Francois Botha,187.96,117.93392,,Orthodox,"Sep 28, 1968",1968.0
Frank Camacho,177.8,77.11064,185.42000000000002,Orthodox,"May 18, 1989",1989.0
Frank Caracci,,,,,,
Frank Gomez,177.8,61.23492,170.18,Orthodox,"Mar 31, 1986",1986.0
Frank Hamaker,,,,,,
Frank Lester,180.34,77.11064,,Orthodox,"Jun 10, 1984",1984.0
Frank Megallon,177.8,83.91452,,Southpaw,,
Frank Mir,190.5,119.748288,200.66,Southpaw,"May 24, 1979",1979.0
Frank Shamrock,177.8,83.91452,,Orthodox,"Dec 08, 1972",1972.0
Frank Trigg,175.26,77.11064,180.34,Southpaw,"May 07, 1972",1972.0
Frankie Edgar,167.64000000000001,65.77083999999999,172.72,Orthodox,"Oct 16, 1981",1981.0
Frankie Perez,180.34,70.30676,185.42000000000002,Orthodox,"May 11, 1989",1989.0
Frankie Saenz,167.64000000000001,61.23492,167.64000000000001,Orthodox,"Aug 12, 1980",1980.0
Fred Ettish,182.88,81.64656,,Southpaw,,
Frederick Brown,182.88,106.59412,,,,
Fredson Paixao,167.64000000000001,65.77083999999999,167.64000000000001,Orthodox,"May 13, 1979",1979.0
Fredy Serrano,160.02,56.699,165.1,Orthodox,"Sep 22, 1979",1979.0
Gabe Lemley,172.72,70.30676,,Orthodox,,
Gabe Ruediger,177.8,70.30676,,Orthodox,"Aug 29, 1977",1977.0
Gabriel Benitez,172.72,65.77083999999999,180.34,Southpaw,"Jun 15, 1988",1988.0
Gabriel Carrasco,167.64000000000001,61.23492,,,,
Gabriel Checco,185.42,83.91452,,Switch,"Apr 03, 1986",1986.0
Gabriel Gonzaga,187.96,109.76926399999999,193.04,Orthodox,"May 18, 1979",1979.0
Gabriel Miglioli,172.72,77.11064,,,,
Gabriel Salinas-Jones,185.42,111.13004,,,"Nov 20, 1984",1984.0
Gabriel Silva,167.64000000000001,61.23492,,,"Aug 26, 1994",1994.0
Gabrielle Holloway,160.02,65.77083999999999,,,"Apr 15, 1990",1990.0
Gadzhimurad Antigulov,180.34,92.98636,177.8,Orthodox,"Feb 09, 1987",1987.0
Galore Bofando,180.34,77.11064,182.88,Switch,"May 22, 1982",1982.0
Gan McGee,208.28,120.20188,,Orthodox,"Nov 20, 1976",1976.0
Gareth Joseph,,92.98636,,,,
Garett Whiteley,182.88,70.30676,182.88,Orthodox,"Dec 13, 1980",1980.0
Garreth McLellan,185.42,83.91452,182.88,Southpaw,"Sep 01, 1982",1982.0
Garrett Gross,175.26,70.30676,175.26,Orthodox,"Aug 08, 1988",1988.0
Garrett Mueller,175.26,61.23492,,,"Jan 29, 1989",1989.0
Gary Frazier,182.88,111.13004,,Orthodox,,
Gary Goodridge,190.5,112.944408,,Orthodox,"Jan 17, 1966",1966.0
Gary Padilla,180.34,92.98636,,,"May 04, 1980",1980.0
Gary Quan,172.72,64.863656,,,"Apr 11, 1971",1971.0
Gary Tapusoa,170.18,83.91452,,,,
Gasan Umalatov,180.34,77.11064,180.34,Orthodox,"Sep 11, 1982",1982.0
Gaston Reyno,182.88,65.77083999999999,,,"Nov 11, 1986",1986.0
Gavin Tucker,167.64000000000001,65.77083999999999,167.64000000000001,Southpaw,"Jun 17, 1986",1986.0
Geane Herrera,165.1,56.699,167.64000000000001,Orthodox,"May 27, 1990",1990.0
Gegard Mousasi,187.96,83.91452,193.04,Orthodox,"Aug 01, 1985",1985.0
Genki Sudo,175.26,70.30676,,Orthodox,"Mar 08, 1978",1978.0
Gennaro Strangis,,,,,,
Geoff Neal,180.34,77.11064,190.5,Southpaw,"Aug 28, 1990",1990.0
George Allen,187.96,92.98636,,Open Stance,"Jan 13, 1967",1967.0
George Bush,185.42,92.98636,,,,
George Pacurariu,170.18,61.23492,,,"Jul 28, 1984",1984.0
George Roop,185.42,61.23492,182.88,Orthodox,"Nov 10, 1981",1981.0
George Sotiropoulos,177.8,70.30676,180.34,Orthodox,"Jul 09, 1977",1977.0
George Stork,177.8,83.91452,,,,
George Sullivan,182.88,77.11064,185.42000000000002,Orthodox,"Mar 13, 1981",1981.0
George Zuniga,175.26,83.91452,,,,
Georges St-Pierre,180.34,83.91452,193.04,Orthodox,"May 19, 1981",1981.0
Georgi Karakhanyan,172.72,65.77083999999999,,,"May 29, 1985",1985.0
Gerald Harris,180.34,83.91452,195.58,Southpaw,"Nov 19, 1979",1979.0
Gerald Meerschaert,185.42,83.91452,195.58,Southpaw,"Dec 18, 1987",1987.0
Gerald Strebendt,175.26,70.30676,,Orthodox,"Mar 01, 1979",1979.0
Geraldo de Freitas,175.26,61.23492,182.88,Orthodox,"Sep 30, 1991",1991.0
Gerard Gordeau,195.57999999999998,97.975872,,Orthodox,"Mar 30, 1959",1959.0
Germaine de Randamie,175.26,61.23492,180.34,Orthodox,"Apr 24, 1984",1984.0
Geronimo dos Santos,190.5,119.748288,,Orthodox,"Aug 17, 1980",1980.0
Gerric Hayes,177.8,,,,,
Gerry Harris,203.2,122.46984,,Orthodox,,
Gesias Cavalcante,172.72,70.30676,180.34,Orthodox,"Jul 06, 1983",1983.0
Geza Kalman,185.42,90.7184,,,,
Giacomo Lemos,190.5,115.66596,,,"Jun 23, 1989",1989.0
Gian Villante,190.5,92.98636,193.04,Orthodox,"Aug 18, 1985",1985.0
Gideon Ray,177.8,83.91452,,Southpaw,"May 27, 1973",1973.0
Giga Chikadze,182.88,65.77083999999999,182.88,Orthodox,"Aug 25, 1988",1988.0
Gil Castillo,175.26,77.11064,,Southpaw,"Oct 21, 1965",1965.0
Gilbert Aldana,185.42,113.398,,Orthodox,"Aug 25, 1977",1977.0
Gilbert Burns,177.8,70.30676,180.34,Orthodox,"Jul 20, 1986",1986.0
Gilbert Jimenez,,70.30676,,,,
Gilbert Melendez,175.26,65.77083999999999,185.42000000000002,Orthodox,"Apr 12, 1982",1982.0
Gilbert Rael,172.72,70.30676,,,,
